Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
SA11_05	Extraction			SA11_05	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_05	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_05.raw	Data transformation	SA11_05	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_05.mzML	Metabolite identification	SA11_05	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_11	Extraction			SA11_11	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_11	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_11.raw	Data transformation	SA11_11	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_11.mzML	Metabolite identification	SA11_11	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_12	Extraction			SA11_12	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_12	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_12.raw	Data transformation	SA11_12	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_12.mzML	Metabolite identification	SA11_12	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_13	Extraction			SA11_13	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_13	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_13.raw	Data transformation	SA11_13	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_13.mzML	Metabolite identification	SA11_13	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_14	Extraction			SA11_14	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_14	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_14.raw	Data transformation	SA11_14	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_14.mzML	Metabolite identification	SA11_14	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_15	Extraction			SA11_15	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_15	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_15.raw	Data transformation	SA11_15	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_15.mzML	Metabolite identification	SA11_15	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_16	Extraction			SA11_16	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_16	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_16.raw	Data transformation	SA11_16	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_16.mzML	Metabolite identification	SA11_16	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_17	Extraction			SA11_17	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_17	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_17.raw	Data transformation	SA11_17	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_17.mzML	Metabolite identification	SA11_17	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_18	Extraction			SA11_18	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_18	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_18.raw	Data transformation	SA11_18	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_18.mzML	Metabolite identification	SA11_18	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_19	Extraction			SA11_19	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_19	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_19.raw	Data transformation	SA11_19	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_19.mzML	Metabolite identification	SA11_19	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_20	Extraction			SA11_20	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_20	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_20.raw	Data transformation	SA11_20	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_20.mzML	Metabolite identification	SA11_20	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_21	Extraction			SA11_21	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_21	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_21.raw	Data transformation	SA11_21	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_21.mzML	Metabolite identification	SA11_21	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_22	Extraction			SA11_22	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_22	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_22.raw	Data transformation	SA11_22	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_22.mzML	Metabolite identification	SA11_22	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_23	Extraction			SA11_23	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_23	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_23.raw	Data transformation	SA11_23	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_23.mzML	Metabolite identification	SA11_23	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_24	Extraction			SA11_24	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_24	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_24.raw	Data transformation	SA11_24	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_24.mzML	Metabolite identification	SA11_24	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_25	Extraction			SA11_25	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_25	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_25.raw	Data transformation	SA11_25	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_25.mzML	Metabolite identification	SA11_25	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_26	Extraction			SA11_26	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_26	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_26.raw	Data transformation	SA11_26	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_26.mzML	Metabolite identification	SA11_26	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_27	Extraction			SA11_27	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_27	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_27.raw	Data transformation	SA11_27	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_27.mzML	Metabolite identification	SA11_27	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_28	Extraction			SA11_28	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_28	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_28.raw	Data transformation	SA11_28	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_28.mzML	Metabolite identification	SA11_28	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_29	Extraction			SA11_29	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_29	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_29.raw	Data transformation	SA11_29	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_29.mzML	Metabolite identification	SA11_29	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA11_30	Extraction			SA11_30	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA11_30	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA11_30.raw	Data transformation	SA11_30	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA11_30.mzML	Metabolite identification	SA11_30	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA12_01	Extraction			SA12_01	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA12_01	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA12_01.raw	Data transformation	SA12_01	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA12_01.mzML	Metabolite identification	SA12_01	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA12_02	Extraction			SA12_02	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA12_02	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA12_02.raw	Data transformation	SA12_02	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA12_02.mzML	Metabolite identification	SA12_02	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA12_03	Extraction			SA12_03	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA12_03	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA12_03.raw	Data transformation	SA12_03	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA12_03.mzML	Metabolite identification	SA12_03	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA12_04	Extraction			SA12_04	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA12_04	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA12_04.raw	Data transformation	SA12_04	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA12_04.mzML	Metabolite identification	SA12_04	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA12_05	Extraction			SA12_05	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA12_05	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA12_05.raw	Data transformation	SA12_05	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA12_05.mzML	Metabolite identification	SA12_05	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
PB1_1	Extraction			PB1_1	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	PB1_1	FILES/RAW_FILES/PB1.raw	Data transformation	PB1_1	FILES/DERIVED_FILES/PB1.mzML	Metabolite identification	PB1_1	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
PB1_2	Extraction			PB1_2	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	PB1_2	FILES/RAW_FILES/PB1_20210326190708.raw	Data transformation	PB1_2	FILES/DERIVED_FILES/PB1_20210326190708.mzML	Metabolite identification	PB1_2	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
PB2_1	Extraction			PB2_1	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	PB2_1	FILES/RAW_FILES/PB2.raw	Data transformation	PB2_1	FILES/DERIVED_FILES/PB2.mzML	Metabolite identification	PB2_1	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
PB2_2	Extraction			PB2_2	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	PB2_2	FILES/RAW_FILES/PB2_20210326095908.raw	Data transformation	PB2_2	FILES/DERIVED_FILES/PB2_20210326095908.mzML	Metabolite identification	PB2_2	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
PB3_1	Extraction			PB3_1	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	PB3_1	FILES/RAW_FILES/PB3.raw	Data transformation	PB3_1	FILES/DERIVED_FILES/PB3.mzML	Metabolite identification	PB3_1	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
