Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
SA05_02	Extraction			SA05_02	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA05_02	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA05_02.raw	Data transformation	SA05_02	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA05_02.mzML	Metabolite identification	SA05_02	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA05_03	Extraction			SA05_03	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA05_03	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA05_03.raw	Data transformation	SA05_03	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA05_03.mzML	Metabolite identification	SA05_03	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA05_04	Extraction			SA05_04	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA05_04	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA05_04.raw	Data transformation	SA05_04	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA05_04.mzML	Metabolite identification	SA05_04	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA05_05	Extraction			SA05_05	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA05_05	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA05_05.raw	Data transformation	SA05_05	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA05_05.mzML	Metabolite identification	SA05_05	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_01	Extraction			SA06_01	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_01	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_01.raw	Data transformation	SA06_01	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_01.mzML	Metabolite identification	SA06_01	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_02	Extraction			SA06_02	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_02	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_02.raw	Data transformation	SA06_02	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_02.mzML	Metabolite identification	SA06_02	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_03	Extraction			SA06_03	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_03	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_03.raw	Data transformation	SA06_03	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_03.mzML	Metabolite identification	SA06_03	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_04	Extraction			SA06_04	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_04	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_04.raw	Data transformation	SA06_04	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_04.mzML	Metabolite identification	SA06_04	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_05	Extraction			SA06_05	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_05	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_05.raw	Data transformation	SA06_05	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_05.mzML	Metabolite identification	SA06_05	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_11	Extraction			SA06_11	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_11	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_11.raw	Data transformation	SA06_11	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_11.mzML	Metabolite identification	SA06_11	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_12	Extraction			SA06_12	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_12	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_12.raw	Data transformation	SA06_12	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_12.mzML	Metabolite identification	SA06_12	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_13	Extraction			SA06_13	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_13	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_13.raw	Data transformation	SA06_13	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_13.mzML	Metabolite identification	SA06_13	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_14	Extraction			SA06_14	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_14	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_14.raw	Data transformation	SA06_14	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_14.mzML	Metabolite identification	SA06_14	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_15	Extraction			SA06_15	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_15	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_15.raw	Data transformation	SA06_15	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_15.mzML	Metabolite identification	SA06_15	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_16	Extraction			SA06_16	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_16	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_16.raw	Data transformation	SA06_16	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_16.mzML	Metabolite identification	SA06_16	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_17	Extraction			SA06_17	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_17	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_17.raw	Data transformation	SA06_17	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_17.mzML	Metabolite identification	SA06_17	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_18	Extraction			SA06_18	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_18	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_18.raw	Data transformation	SA06_18	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_18.mzML	Metabolite identification	SA06_18	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_19	Extraction			SA06_19	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_19	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_19.raw	Data transformation	SA06_19	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_19.mzML	Metabolite identification	SA06_19	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_20	Extraction			SA06_20	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_20	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_20.raw	Data transformation	SA06_20	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_20.mzML	Metabolite identification	SA06_20	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_21	Extraction			SA06_21	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_21	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_21.raw	Data transformation	SA06_21	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_21.mzML	Metabolite identification	SA06_21	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_22	Extraction			SA06_22	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_22	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_22.raw	Data transformation	SA06_22	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_22.mzML	Metabolite identification	SA06_22	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_23	Extraction			SA06_23	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_23	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_23.raw	Data transformation	SA06_23	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_23.mzML	Metabolite identification	SA06_23	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_24	Extraction			SA06_24	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_24	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_24.raw	Data transformation	SA06_24	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_24.mzML	Metabolite identification	SA06_24	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_25	Extraction			SA06_25	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_25	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_25.raw	Data transformation	SA06_25	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_25.mzML	Metabolite identification	SA06_25	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_26	Extraction			SA06_26	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_26	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_26.raw	Data transformation	SA06_26	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_26.mzML	Metabolite identification	SA06_26	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_27	Extraction			SA06_27	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_27	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_27.raw	Data transformation	SA06_27	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_27.mzML	Metabolite identification	SA06_27	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_28	Extraction			SA06_28	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_28	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_28.raw	Data transformation	SA06_28	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_28.mzML	Metabolite identification	SA06_28	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_29	Extraction			SA06_29	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_29	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_29.raw	Data transformation	SA06_29	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_29.mzML	Metabolite identification	SA06_29	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA06_30	Extraction			SA06_30	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA06_30	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA06_30.raw	Data transformation	SA06_30	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA06_30.mzML	Metabolite identification	SA06_30	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA07_01	Extraction			SA07_01	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA07_01	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA07_01.raw	Data transformation	SA07_01	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA07_01.mzML	Metabolite identification	SA07_01	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
SA07_02	Extraction			SA07_02	Chromatography	Thermo Scientific Dionex UltiMate 3000 RSLCnano System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000860		"Acclaim PepMap RSLC C18 (3 µm, 0.075 mm x 150 mm; Thermo Scientific)"	reverse phase						Mass spectrometry	positive	200-1000	Thermo Scientific Q Exactive HF	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000660	nanoelectrospray	MS	http://purl.obolibrary.org/obo/MS_1000398	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	SA07_02	FILES/RAW_FILES/HOLOFOOD_capLC_POS_SA07_02.raw	Data transformation	SA07_02	FILES/DERIVED_FILES/HOLOFOOD_capLC_POS_SA07_02.mzML	Metabolite identification	SA07_02	m_MTBLS4381_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv
